Column1,account_id,bank_district_id,acc_opening_date,LOR in months,client_id,nbr_users,client_district_id,birth_year,birth_day,birth_month,gender,Age_group,loan_amount,loan_duration,loan_monthly_pmts,loan_year,loan_month,loan_day,loan_granted_in_97,loan_category,loan_default,loan_status,Contract_not_finished,Contract_finished,loan_months_remaining,loan_amount_remaining,loan_recency,card_type,issued_date_card,issued_yr_card,card_issued_in_97,district_id,district_name,region,nbr_inhabitants,ratio_urban_inh,average_salary,unemployment_rate_96,nbr_entp_1000_inh,unemployment_rate_missing,nbr_crimes_missing,crime_rate_96,SEC,High-Class,Low-Class,Middle-Class,last_trans_date,recency,freq_total_LTM,freq_credit_LTM,freq_withdrawal_LTM,end_balance,total_credit_LTM,total_withdrawal_LTM,avg_credit_LTM,avg_withdrawal_LTM,freq_total_LSM,freq_credit_LSM,freq_withdrawal_LSM,total_credit_LSM,total_withdrawl_LSM,avg_credit_LSM,avg_withdrawal_LSM,freq_total_LM,freq_credit_LM,freq_withdrawal_LM,total_credit_LM,total_Withdrawal_LM,avg_credit_LM,avg_withdrawal_LM,Total_order_amount,No_of_orders,order_bank_Is_AB,order_bank_Is_CD,order_bank_Is_EF,order_bank_Is_GH,order_bank_Is_IJ,order_bank_Is_KL,order_bank_Is_MN,order_bank_Is_OP,order_bank_Is_QR,order_bank_Is_ST,order_bank_Is_UV,order_bank_Is_WX,order_bank_Is_YZ,order_k_Is_leasing,order_k_Is_insurrance,order_k_Is_household,order_k_Is_loan,order_k_Is_NO CHAR,total_savings
581,78,74,07-07-1993,41,92,1,74,1966,12,6,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,74,Ostrava - mesto,north Moravia,323870,100,10673,5.44,100,0,0,56.64927286,High-Class,1,0,0,31-12-1996,0 days,72,25,47,34293.4,228770.4,227843.2,9150.816,4847.72766,34,13,21,114411.3,98121.6,8800.869231,4672.457143,6,2,4,26353.4,18153.6,13176.7,4538.4,9039,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,927.2
582,3939,70,08-07-1993,41,4750,1,70,1962,4,4,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,73,29,44,27914.4,109437.3,110199.2,3773.7,2504.527273,36,16,20,55207.7,50149.6,3450.48125,2507.48,7,2,5,11772.6,11791.6,5886.3,2358.32,5177,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-761.9
583,2584,50,08-07-1993,41,3119,1,50,1936,26,1,F,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,50,Svitavy,east Bohemia,102609,52,8187,5.45,94,0,0,20.79739594,Middle-Class,0,0,1,31-12-1996,0 days,79,24,55,11950.7,50993.2,57427.2,2124.716667,1044.130909,38,12,26,25500.8,28753.6,2125.066667,1105.907692,7,2,5,4241.4,6140.6,2120.7,1228.12,1576,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,-6434
584,2336,39,08-07-1993,41,2824,1,39,1941,5,9,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,39,Most,north Bohemia,119895,89.9,10446,9.4,90,0,0,39.55961466,High-Class,1,0,0,31-12-1996,0 days,69,27,42,15496.1,73204.6,77571.2,2711.281481,1846.933333,34,13,21,36249.3,36835.6,2788.407692,1754.07619,7,2,5,7842.5,10172.6,3921.25,2034.52,3058,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-4366.6
585,2078,62,08-07-1993,41,2520,1,62,1944,30,7,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,62,Uherske Hradiste,south Moravia,145688,40.7,8544,1.86,109,0,0,19.94673549,Low-Class,0,1,0,31-12-1996,0 days,74,24,50,37303.3,192202.9,198771.2,8008.454167,3975.424,32,12,20,96100.7,87555.6,8008.391667,4377.78,7,2,5,22120.2,20392.6,11060.1,4078.52,3598,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6568.3
586,3882,10,09-07-1993,41,4679,1,20,1948,31,1,M,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,10,Praha - vychod,central Bohemia,92084,46.7,10124,0.54,141,0,0,46.8702489,Middle-Class,0,0,1,31-12-1996,0 days,108,29,79,19593.6,46056,43703.2,1588.137931,553.2050633,53,14,39,21574.1,21911.6,1541.007143,561.8358974,10,2,8,3329.4,5048.6,1664.7,631.075,2164,4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,2,2352.8
587,4159,74,09-07-1993,41,5013,1,1,1980,15,9,M,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,74,Ostrava - mesto,north Moravia,323870,100,10673,5.44,100,0,0,56.64927286,High-Class,1,0,0,31-12-1996,0 days,69,38,31,49850.3,100046.2,88625.2,2632.794737,2858.877419,36,23,13,79772.4,45537.6,3468.365217,3502.892308,6,3,3,1316.4,5614.6,438.8,1871.533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11421
588,907,41,09-07-1993,41,1092,1,41,1962,20,7,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,41,Usti nad Labem,north Bohemia,118650,85.6,9832,4.48,114,0,0,46.11040877,High-Class,1,0,0,31-12-1996,0 days,67,29,38,18514.8,44043,51191.2,1518.724138,1347.136842,33,15,18,24024.4,20095.6,1601.626667,1116.422222,6,2,4,3253.6,2632.6,1626.8,658.15,2118,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-7148.2
589,1411,54,09-07-1993,41,1710,1,54,1944,11,2,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,54,Brno - mesto,south Moravia,387570,100,9897,1.96,140,0,0,48.23902779,High-Class,1,0,0,31-12-1996,0 days,73,24,49,69166.1,180551.5,167963.2,7522.979167,3427.820408,34,12,22,90313.2,73931.6,7526.1,3360.527273,6,2,4,20782.9,15888.6,10391.45,3972.15,5174,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12588.3
590,1684,32,10-07-1993,41,2044,1,32,1961,18,9,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,32,Ceska Lipa,north Bohemia,105058,81,9272,3.22,118,0,0,42.88107522,High-Class,1,0,0,31-12-1996,0 days,60,25,35,50717.9,334993.6,317707,13399.744,9077.342857,30,13,17,217789.3,204027,16753.02308,12001.58824,6,2,4,49707.5,68930,24853.75,17232.5,2123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17286.6
591,3748,1,10-07-1993,41,4521,1,1,1943,9,9,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,73,24,49,19860.8,39182.5,36631.2,1632.604167,747.5755102,35,12,23,19621.2,16245.6,1635.1,706.3304348,6,2,4,3271.9,2982.6,1635.95,745.65,2128,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2551.3
592,2213,68,11-07-1993,41,2679,2,1,1938,30,9,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,68,Frydek - Mistek,north Moravia,228848,57.2,9893,4.72,96,0,0,25.72449836,Middle-Class,0,0,1,31-12-1996,0 days,74,27,47,20950.2,132363.5,141811.2,4902.351852,3017.259574,33,13,20,62706.9,69685.6,4823.607692,3484.28,7,2,5,14218.1,17527.6,7109.05,3505.52,6273,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-9447.7
593,1062,6,11-07-1993,41,1275,1,1,1951,10,10,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,6,Kutna Hora,central Bohemia,77963,51.5,8546,4.02,126,0,0,40.01898336,Middle-Class,0,0,1,31-12-1996,0 days,69,24,45,57726.6,304004.8,294903.2,12666.86667,6553.404444,33,12,21,152070.3,146151.6,12672.525,6959.6,6,2,4,35020.5,30358.6,17510.25,7589.65,7844,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9101.6
594,273,24,11-07-1993,41,330,1,65,1944,5,8,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,24,Karlovy Vary,west Bohemia,122603,80,8991,2.01,128,0,0,43.00873551,High-Class,1,0,0,31-12-1996,0 days,93,30,63,32076.4,193120.5,184648,6437.35,2930.920635,45,13,32,89799,86474,6907.615385,2702.3125,9,3,6,23035.2,24579,7678.4,4096.5,9299.1,4,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,8472.5
595,10320,68,11-07-1993,41,12695,1,68,1979,16,3,M,10,259740,60,4329,1993,12,13,0,200K+,0,loan fully paid,0,1,0,0,,NA,,0,0,68,Frydek - Mistek,north Moravia,228848,57.2,9893,4.72,96,0,0,25.72449836,Middle-Class,0,0,1,31-12-1996,0 days,85,28,57,33015.8,356850.6,354816.8,12744.66429,6224.85614,39,12,27,169662.3,158708.4,14138.525,5878.088889,7,2,5,39141.6,39257.4,19570.8,7851.48,16742.8,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2033.8
596,1416,66,12-07-1993,41,1717,1,73,1979,7,3,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,66,Zdar nad Sazavou,south Moravia,125832,48.3,8512,4.12,102,0,0,16.71275987,Middle-Class,0,0,1,31-12-1996,0 days,83,41,42,57587.2,739184.1,720391,18028.88049,17152.16667,38,19,19,359569.7,391880,18924.72105,20625.26316,6,3,3,30053,25130,10017.66667,8376.666667,3688,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18793.1
597,3277,36,12-07-1993,41,3967,2,18,1960,26,9,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,36,Liberec,north Bohemia,159617,85.2,9198,4.28,131,0,0,38.4169606,High-Class,1,0,0,31-12-1996,0 days,61,24,37,32679.6,218061.6,222035.2,9085.9,6000.951351,28,12,16,109083.8,109187.6,9090.316667,6824.225,5,2,3,25137.5,24514.6,12568.75,8171.533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3973.6
598,1892,28,13-07-1993,41,2295,2,22,1939,28,2,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,28,Plzen - sever,west Bohemia,72541,36.9,8594,2.01,112,0,0,21.02259412,Low-Class,0,1,0,31-12-1996,0 days,64,24,40,18936.7,56349.3,60461.2,2347.8875,1511.53,29,12,17,28177.2,24695.6,2348.1,1452.682353,6,2,4,4703.9,6332.6,2351.95,1583.15,2398,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-4111.9
599,3413,70,13-07-1993,41,4126,2,74,1975,9,9,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,103,32,71,76708.6,149525.7,119699.2,4672.678125,1685.904225,51,17,34,73335.8,38629.6,4313.870588,1136.164706,8,3,5,12926.3,5001.6,4308.766667,1000.32,4987,4,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,2,29826.5
600,3654,47,13-07-1993,41,4405,1,47,1959,17,4,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,gold,20-01-1997,1997,1,47,Pardubice,east Bohemia,162580,72.8,9538,1.81,111,0,0,33.2759257,Middle-Class,0,0,1,31-12-1996,0 days,72,25,47,78191.6,265672.4,252967.2,10626.896,5382.280851,32,12,20,131528.6,114683.6,10960.71667,5734.18,7,2,5,30248.7,27480.6,15124.35,5496.12,6946,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12705.2
601,3000,28,14-07-1993,41,3623,1,28,1965,20,4,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,28,Plzen - sever,west Bohemia,72541,36.9,8594,2.01,112,0,0,21.02259412,Low-Class,0,1,0,31-12-1996,0 days,62,27,35,55080.5,96617.1,75435.2,3578.411111,2155.291429,28,12,16,46836.6,26247.6,3903.05,1640.475,5,2,3,10772.1,7014.6,5386.05,2338.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21181.9
602,3955,64,14-07-1993,41,4771,1,64,1961,7,1,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,64,Zlin,south Moravia,197099,74.7,9624,2.31,145,0,0,21.63887184,Middle-Class,0,0,1,31-12-1996,0 days,82,30,52,42172.7,108405.2,101727.2,3613.506667,1956.292308,39,16,23,53840.9,43383.6,3365.05625,1886.243478,8,3,5,12112.7,12220.6,4037.566667,2444.12,5126,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6678
603,1544,69,14-07-1993,41,1872,2,52,1963,24,1,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,69,Jesenik,north Moravia,42821,48.4,8173,7.01,124,0,0,31.71341164,Low-Class,0,1,0,31-12-1996,0 days,87,26,61,40817.2,251690.9,255775.2,9680.419231,4193.036066,40,12,28,124281.4,120377.6,10356.78333,4299.2,7,2,5,28616.1,23109.6,14308.05,4621.92,9715,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,-4084.3
604,9703,68,15-07-1993,41,11943,1,1,1961,9,7,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,68,Frydek - Mistek,north Moravia,228848,57.2,9893,4.72,96,0,0,25.72449836,Middle-Class,0,0,1,31-12-1996,0 days,80,37,43,66221,449730.6,465765.2,12154.88108,10831.74884,35,18,17,223183.3,210196.6,12399.07222,12364.50588,7,3,4,51515.9,45374.6,17171.96667,11343.65,2467,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-16034.6
605,234,73,15-07-1993,41,282,2,73,1938,24,2,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,73,Opava,north Moravia,182027,56.4,8746,3.74,90,0,0,24.35352997,Middle-Class,0,0,1,31-12-1996,0 days,62,24,38,13050,70510.1,72553.2,2937.920833,1909.294737,29,12,17,35285.6,35951.6,2940.466667,2114.8,7,2,5,5888.2,12133.6,2944.1,2426.72,2809,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2043.1
606,3241,44,16-07-1993,41,3920,1,44,1925,13,8,F,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,44,Chrudim,east Bohemia,105606,53,8254,3.76,97,0,0,22.01579456,Middle-Class,0,0,1,31-12-1996,0 days,63,24,39,44245.4,76881.8,66213.2,3203.408333,1697.774359,26,12,14,38598.8,21301.6,3216.566667,1521.542857,5,2,3,6463.9,4298.6,3231.95,1432.866667,3034,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10668.6
607,3465,1,16-07-1993,41,4188,1,1,1976,17,8,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,18-11-1997,1997,1,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,75,27,48,62574.9,143418.1,132991.2,5311.781481,2770.65,33,12,21,68615,58745.6,5717.916667,2797.409524,6,2,4,15767.7,13457.6,7883.85,3364.4,4543,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10426.9
608,3152,1,16-07-1993,41,3812,1,1,1967,8,2,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,65,24,41,13361,156089.2,167943.2,6503.716667,4096.17561,31,12,19,78025.5,84921.6,6502.125,4469.557895,7,2,5,17994.5,25653.6,8997.25,5130.72,6339,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-11854
609,1497,1,16-07-1993,41,1815,1,16,1977,24,2,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,73,24,49,23278,112554.1,114563.2,4689.754167,2338.02449,36,12,24,56252.7,48631.6,4687.725,2026.316667,6,2,4,12968.2,6538.6,6484.1,1634.65,5724,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,-2009.1
610,3078,1,16-07-1993,41,3722,1,1,1956,29,4,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,64,24,40,18998.7,41065,40819.2,1711.041667,1020.48,27,12,15,20576.2,17999.6,1714.683333,1199.973333,6,2,4,3433.3,4866.6,1716.65,1216.65,2232,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,245.8
611,400,28,17-07-1993,41,484,1,28,1959,13,9,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,28,Plzen - sever,west Bohemia,72541,36.9,8594,2.01,112,0,0,21.02259412,Low-Class,0,1,0,31-12-1996,0 days,71,25,46,43169.7,186780.5,182651.2,7471.22,3970.678261,37,13,24,96264.8,81275.6,7404.984615,3386.483333,6,2,4,20866.1,16562.6,10433.05,4140.65,6948,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4129.3
612,1902,50,17-07-1993,41,2310,2,40,1939,23,7,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,50,Svitavy,east Bohemia,102609,52,8187,5.45,94,0,0,20.79739594,Middle-Class,0,0,1,31-12-1996,0 days,55,24,31,23216.9,147577.2,165718,6149.05,5345.741935,26,12,14,73729.3,88338,6144.108333,6309.857143,4,2,2,16949.7,16630,8474.85,8315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18140.8
613,757,50,19-07-1993,41,907,1,51,1948,11,3,M,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,24-04-1996,1996,0,50,Svitavy,east Bohemia,102609,52,8187,5.45,94,0,0,20.79739594,Middle-Class,0,0,1,31-12-1996,0 days,77,25,52,49211.1,103201.3,96863.2,4128.052,1862.753846,38,12,26,51616.1,53781.6,4301.341667,2068.523077,7,2,5,11837.7,9213.6,5918.85,1842.72,3099,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6338.1
614,1116,1,20-07-1993,41,1339,1,22,1959,4,5,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,70,27,43,53714.8,168230.8,159367.2,6230.77037,3706.213953,35,12,23,79983.2,75683.6,6665.266667,3290.591304,7,2,5,18404.8,14760.6,9202.4,2952.12,8086,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8863.6
615,5700,42,20-07-1993,41,6895,1,42,1971,24,6,M,20,103680,60,1728,1995,3,16,0,100-200K,1,in debt,0,0,15,25920,,NA,,0,0,42,Havlickuv Brod,east Bohemia,95907,59.1,8388,2.94,87,0,0,17.39184835,Middle-Class,0,0,1,31-12-1996,0 days,76,28,48,16241.1,140119.7,153911.2,5004.275,3206.483333,34,12,22,63193.9,75835.6,5266.158333,3447.072727,7,2,5,14527.9,22882.6,7263.95,4576.52,1728,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-13791.5
616,3267,64,21-07-1993,41,3954,2,64,1957,31,10,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,64,Zlin,south Moravia,197099,74.7,9624,2.31,145,0,0,21.63887184,Middle-Class,0,0,1,31-12-1996,0 days,73,25,48,34010.3,165914.8,155031.2,6636.592,3229.816667,34,12,22,80727.7,82545.6,6727.308333,3752.072727,6,2,4,18585.2,11597.6,9292.6,2899.4,6403,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10883.6
617,3222,4,21-07-1993,41,3897,1,16,1951,28,3,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,4,Kladno,central Bohemia,149893,67.4,9753,5.05,109,0,0,39.30803974,Middle-Class,0,0,1,31-12-1996,0 days,84,24,60,23184.8,39203.2,36571.2,1633.466667,609.52,37,12,25,19628.1,13515.6,1635.675,540.624,7,2,5,3282.9,2827.6,1641.45,565.52,2123,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2632
618,408,41,21-07-1993,41,493,1,41,1942,4,6,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,02-11-1996,1996,0,41,Usti nad Labem,north Bohemia,118650,85.6,9832,4.48,114,0,0,46.11040877,High-Class,1,0,0,31-12-1996,0 days,74,25,49,49182.4,175994.2,171739.2,7039.768,3504.881633,35,12,23,87749.3,90019.6,7312.441667,3913.895652,6,2,4,20158.1,18356.6,10079.05,4589.15,5042,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4255
619,2818,40,21-07-1993,41,3405,2,40,1949,15,12,M,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,15-09-1997,1997,1,40,Teplice,north Bohemia,128118,85.3,9317,7.07,97,0,0,53.63805242,High-Class,1,0,0,31-12-1996,0 days,78,25,53,72666.6,540106.5,493001.2,21604.26,9301.909434,40,12,28,268401.2,276584.6,22366.76667,9878.021429,8,2,6,61812.5,35020.6,30906.25,5836.766667,10141,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,47105.3
620,6273,38,21-07-1993,41,7576,1,38,1962,10,7,M,30,87360,24,3640,1994,6,7,0,50-100K,0,loan fully paid,0,1,0,0,,NA,,0,0,38,Louny,north Bohemia,85852,59.8,8965,8.23,104,0,0,32.87052136,Middle-Class,0,0,1,31-12-1996,0 days,93,34,59,64028.4,525777.2,528642.7,15464.03529,8960.045763,46,18,28,315047.4,276511.6,17502.63333,9875.414286,10,3,7,66228.1,75361.6,22076.03333,10765.94286,3639.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-2865.5
621,2513,70,22-07-1993,41,3035,1,27,1964,2,11,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,66,25,41,16496.3,49207.6,58375.2,1968.304,1423.785366,30,12,18,24313.2,25507.6,2026.1,1417.088889,7,2,5,4055.6,5849.6,2027.8,1169.92,2655,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-9167.6
622,3493,63,22-07-1993,41,4221,1,63,1941,26,9,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,63,Vyskov,south Moravia,86513,50.5,8288,4.52,110,0,0,16.87607643,Middle-Class,0,0,1,31-12-1996,0 days,55,24,31,29407.5,42293.8,35809.2,1762.241667,1155.135484,29,12,17,21198,17049.6,1766.5,1002.917647,5,2,3,3540.8,2831.6,1770.4,943.8666667,2277,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6484.6
623,1201,61,23-07-1993,41,1450,1,61,1969,17,3,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,61,Trebic,south Moravia,117897,53.8,8814,5.74,107,0,0,17.46439689,Middle-Class,0,0,1,31-12-1996,0 days,87,25,62,50612.3,199059.3,206003.2,7962.372,3322.632258,43,13,30,100051.5,91341.6,7696.269231,3044.72,7,2,5,22808.9,16123.6,11404.45,3224.72,7709,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-6943.9
624,4478,70,23-07-1993,41,5402,1,30,1968,29,5,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,61,24,37,94016.1,318852.3,297975.2,13285.5125,8053.383784,28,12,16,159548.8,141987.6,13295.73333,8874.225,5,2,3,36738.7,22714.6,18369.35,7571.533333,707,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20877.1
625,2915,57,23-07-1993,41,3522,1,57,1963,2,2,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,14-07-1997,1997,1,57,Hodonin,south Moravia,161954,48,8720,4.5,116,0,0,22.54343826,Middle-Class,0,0,1,31-12-1996,0 days,72,26,46,68641.8,636382.3,594011.2,24476.24231,12913.28696,36,13,23,318155.3,279171.6,24473.48462,12137.89565,8,2,6,72349.2,76714.6,36174.6,12785.76667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42371.1
626,9833,20,24-07-1993,41,12102,1,21,1968,7,9,F,20,97632,12,8136,1994,5,21,0,50-100K,0,loan fully paid,0,1,0,0,,NA,,0,0,20,Strakonice,south Bohemia,70646,58.4,8547,3.64,120,0,0,21.82713813,Middle-Class,0,0,1,31-12-1996,0 days,100,25,75,51324.3,643354.6,624244.2,25734.184,8323.256,49,13,36,325081,301480.6,25006.23077,8374.461111,10,2,8,73499.3,98677.6,36749.65,12334.7,20582,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,19110.4
627,2253,74,24-07-1993,41,2728,1,74,1922,13,8,M,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,74,Ostrava - mesto,north Moravia,323870,100,10673,5.44,100,0,0,56.64927286,High-Class,1,0,0,31-12-1996,0 days,65,24,41,38501.2,74082,70863.2,3086.75,1728.370732,31,12,19,37054.9,28661.6,3087.908333,1508.505263,7,2,5,6190.1,6828.6,3095.05,1365.72,2944,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3218.8
628,1069,70,24-07-1993,41,1283,2,66,1939,9,2,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,64,24,40,19897.7,56341.7,59605.2,2347.570833,1490.13,28,12,16,28167.4,25517.6,2347.283333,1594.85,5,2,3,4699.6,4344.6,2349.8,1448.2,3080,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-3263.5
629,207,2,25-07-1993,41,250,1,8,1979,25,11,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,2,Benesov,central Bohemia,88884,46.7,8507,1.85,132,0,0,30.08415463,Low-Class,0,1,0,31-12-1996,0 days,99,30,69,19941.7,82105.9,87343.2,2736.863333,1265.843478,47,14,33,35011.1,45901.6,2500.792857,1390.957576,8,2,6,7789.4,8613.6,3894.7,1435.6,3139,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,-5237.3
